CaseMasterID,ComplainantName,AgeYear,OccupationID,ReligionID,CasteID
792,Tanveer Hadimani,33,7,,
793,Geetha Shanbhag,62,9,,
794,Lalitha Wali,34,4,,
795,Hanumantha Badiger,55,1,,
796,Anitha Hadimani,23,6,,
797,Mahesh Kattimani,46,9,,
798,Venkatesh Khan,39,2,,
799,Zeenath Rai,34,4,,
800,Sabiha Devadiga,64,10,,
801,Kiran Angadi,31,10,,
802,Pallavi Gowda,25,1,,
803,Pavan Acharya,55,2,,
804,Latha Kumar,33,2,,
805,Sharath Uppar,42,9,,
806,Shivakumar Shetty,44,4,,
807,Kiran Bandi,63,3,,
808,Rekha Desai,50,9,,
809,Harish Mallya,52,8,,
810,Ramesh Rai,32,2,,
811,Imran Kattimani,49,2,,
812,Noor Acharya,49,5,,
813,Sharath Kodagu,35,1,,
814,Shwetha Iyer,42,8,,
815,Manjula Desai,41,10,,
816,Chandru Bandi,43,1,,
817,Meena Kulkarni,29,6,,
818,Mamatha Sharma,52,3,,
819,Deepa Acharya,25,3,,
820,Indira Kulkarni,42,2,,
821,Ayesha Devadiga,61,7,,
822,Madhu Hiremath,62,3,,
823,Kalpana Belagavi,52,3,,
824,Deepa Doddamani,23,6,,
825,Mahesh Wali,46,10,,
826,Manjunath Kumar,30,7,,
827,Savitha Shanbhag,30,10,,
828,Sabiha Lamani,30,1,,
829,Indira Pawar,37,1,,
830,Pallavi Devadiga,62,2,,
831,Sharath Gowda,33,7,,
832,Chaitra Bhat,64,7,,
833,Harini Pawar,47,6,,
834,Chaitra Madiwalar,31,5,,
835,Waseem Gowda,44,5,,
836,Divya Pujari,63,2,,
837,Anand Kattimani,64,3,,
838,Triveni Hadimani,65,5,,
839,Prakash Kulkarni,57,5,,
840,Triveni Devadiga,50,9,,
841,Pallavi Acharya,20,7,,
842,Omkar Badiger,30,8,,
843,Lalitha Chavan,43,1,,
844,Pooja Doddamani,61,1,,
845,Nandish Khan,42,3,,
846,Ramesh Angadi,48,9,,
847,Vidya Naik,52,1,,
848,Salman Uppar,29,1,,
849,Sunitha Angadi,26,8,,
850,Ranganath Shanbhag,45,2,,
851,Geetha Badiger,60,6,,
852,Latha Kamath,51,9,,
853,Vani Lamani,47,5,,
854,Abdul Gowda,21,6,,
855,Farhan Kodagu,31,3,,
856,Arun Murthy,36,3,,
857,Manjula Devadiga,30,8,,
858,Anitha Suvarna,53,1,,
859,Darshan Hiremath,36,10,,
860,Sushma Desai,38,6,,
861,Kamala Belagavi,54,1,,
862,Uma Acharya,22,3,,
863,Indira Rao,30,2,,
864,Chandana Nayaka,63,10,,
865,Shivakumar Chavan,29,6,,
866,Nandini Chavan,35,8,,
867,Padma Iyer,39,10,,
868,Ramesh Salian,31,7,,
869,Omkar Suvarna,58,1,,
870,Zeenath Suvarna,27,4,,
871,Gayathri Belagavi,34,6,,
872,Prakash Salian,28,2,,
873,Chandru Desai,64,10,,
874,Pallavi Jadhav,51,5,,
875,Ananya Gowda,63,9,,
876,Bindu Reddy,52,9,,
877,Ranganath Patil,35,2,,
878,Sahana Kulkarni,58,7,,
879,Zameer Chavan,32,5,,
880,Madhu Hegde,34,3,,
881,Zeenath Doddamani,45,5,,
882,Kamala Patil,27,3,,
883,Srinivas Iyer,36,2,,
884,Karthik Reddy,54,1,,
885,Manjula Iyer,47,4,,
886,Umesh Kodagu,63,7,,
887,Vijay Kulkarni,30,1,,
888,Jyothi Bhat,38,2,,
889,Balaji Salian,37,2,,
890,Dhanya Kattimani,65,10,,
891,Pavan Gaonkar,54,10,,
892,Pallavi Belagavi,54,5,,
893,Umesh Bhat,24,10,,
894,Anitha Salian,60,1,,
895,Latha Badiger,49,10,,
896,Netravati Salian,33,3,,
897,Vijay Shetty,23,1,,
898,Ruksana Wali,62,9,,
899,Karthik Angadi,58,4,,
900,Bhavya Iyer,56,1,,
901,Dinesh Hegde,41,5,,
902,Basavaraj Pujari,42,2,,
903,Reshma Mallya,52,7,,
904,Madhu Rao,30,4,,
905,Waseem Hegde,57,5,,
906,Yashoda Patil,43,7,,
907,Girish Lamani,34,2,,
908,Chandana Jadhav,22,1,,
909,Uma Rao,35,1,,
910,Puneeth Talawar,37,7,,
911,Indira Bhat,46,8,,
912,Noor Kodagu,59,6,,
913,Sandeep Kodagu,35,1,,
914,Mahesh Badiger,35,5,,
915,Noor Patil,37,5,,
916,Prakash Suvarna,29,8,,
917,Ruksana Rao,53,3,,
918,Pooja Mallya,30,1,,
919,Akshata Jadhav,62,5,,
920,Bhavya Angadi,35,6,,
921,Deepa Kumar,45,7,,
922,Ganesh Suvarna,64,4,,
923,Harini Naik,45,10,,
924,Lalitha Sharma,30,10,,
925,Anand Bhat,48,8,,
926,Ranganath Kodagu,39,8,,
927,Rizwan Pujari,22,7,,
928,Uday Rai,33,9,,
929,Waseem Patil,24,7,,
930,Manjunath Talawar,50,9,,
931,Harini Hadimani,26,8,,
932,Thimmaiah Belagavi,62,7,,
933,Roopa Khan,39,5,,
934,Chandru Kumar,50,3,,
935,Waseem Hiremath,40,3,,
936,Jyothi Salian,53,6,,
937,Roopa Talawar,22,6,,
938,Kamala Gaonkar,62,9,,
939,Vinay Chavan,33,3,,
940,Ananya Uppar,55,2,,
941,Zameer Naik,24,7,,
942,Anil Kamath,41,3,,
943,Nandini Kodagu,33,6,,
944,Padma Acharya,31,6,,
945,Tejaswini Rao,25,2,,
946,Yogesh Madiwalar,31,9,,
947,Roopa Sharma,53,3,,
948,Ravi Rai,39,1,,
949,Bharathi Pawar,50,5,,
950,Devaraj Uppar,50,7,,
951,Jagadish Nayaka,37,2,,
952,Zeenath Bandi,39,7,,
953,Venkatesh Mallya,39,7,,
954,Devaraj Talawar,55,8,,
955,Harini Madiwalar,60,9,,
956,Reshma Wali,20,3,,
957,Vidya Talawar,23,7,,
958,Akshata Rai,29,9,,
959,Deepika Kamath,48,5,,
960,Rachana Kulkarni,59,1,,
961,Sunitha Bandi,45,4,,
962,Hanumantha Angadi,53,9,,
963,Pallavi Chavan,53,9,,
964,Chandana Bhat,60,1,,
965,Jyothi Jadhav,54,5,,
966,Chetan Talawar,20,3,,
967,Triveni Kattimani,24,5,,
968,Imran Nayaka,46,9,,
969,Yogesh Talawar,55,5,,
970,Mamatha Kodagu,26,3,,
971,Gopal Talawar,48,3,,
972,Farhan Hegde,22,2,,
973,Shivakumar Wali,63,3,,
974,Vinay Murthy,21,2,,
975,Darshan Rao,55,6,,
976,Hemalatha Belagavi,61,8,,
977,Farhan Salian,56,8,,
978,Thimmaiah Gowda,54,5,,
979,Reshma Chavan,39,8,,
980,Ruksana Hiremath,53,2,,
981,Sahana Angadi,60,5,,
982,Omkar Gowda,51,5,,
983,Zeenath Patil,45,8,,
984,Chaitra Wali,44,4,,
985,Tanveer Gaonkar,53,3,,
986,Uday Kumar,52,4,,
987,Prakash Mudaliar,59,10,,
988,Ayesha Uppar,50,9,,
989,Imran Mudaliar,57,10,,
990,Harish Pujari,52,2,,
991,Dhanya Rao,31,4,,
992,Sahana Patil,53,5,,
993,Pooja Gowda,42,10,,
994,Bhavya Shetty,54,6,,
995,Zameer Kumar,45,5,,
996,Manjula Desai,22,5,,
997,Vani Bhat,28,7,,
998,Ramesh Patil,22,8,,
999,Meena Acharya,24,3,,
1000,Nithin Lamani,47,3,,
1001,Ganesh Kodagu,25,1,,
1002,Omkar Talawar,20,5,,
1003,Sahana Shanbhag,21,3,,
1004,Deepa Kumar,54,4,,
1005,Sushma Kattimani,30,9,,
1006,Imran Hegde,42,4,,
1007,Sabiha Kattimani,65,10,,
1008,Arun Badiger,25,6,,
1009,Ranganath Kumar,34,4,,
1010,Hemalatha Suvarna,39,5,,
1011,Mohammed Naik,40,1,,
1012,Harini Devadiga,40,7,,
1013,Eshwar Kodagu,44,7,,
1014,Eshwar Hadimani,32,4,,
1015,Tanveer Hegde,25,4,,
1016,Pooja Khan,55,9,,
1017,Waseem Badiger,31,9,,
1018,Sushma Talawar,60,8,,
1019,Mohammed Desai,61,2,,
1020,Pooja Kodagu,52,10,,
1021,Girish Bandi,51,1,,
1022,Zeenath Kamath,22,5,,
1023,Nandini Madiwalar,42,5,,
1024,Yashoda Acharya,41,8,,
1025,Basavaraj Gowda,25,5,,
1026,Pooja Bhat,34,5,,
1027,Prakash Angadi,55,7,,
1028,Zameer Khan,46,3,,
1029,Waseem Patil,46,8,,
1030,Vinay Murthy,38,2,,
1031,Venkatesh Shanbhag,54,9,,
1032,Roopa Badiger,61,4,,
1033,Suresh Naik,52,8,,
1034,Triveni Hegde,49,10,,
1035,Prakash Pujari,37,7,,
1036,Vidya Nayaka,39,9,,
1037,Dhanya Murthy,26,4,,
1038,Indira Iyer,27,4,,
1039,Deepika Bandi,32,6,,
1040,Gopal Nayaka,37,1,,
1041,Bharathi Lamani,60,7,,
1042,Chetan Jadhav,28,6,,
1043,Mohammed Doddamani,63,7,,
1044,Yashoda Kumar,50,4,,
1045,Akshata Hiremath,23,2,,
1046,Madhu Shetty,22,6,,
1047,Praveen Iyer,27,4,,
1048,Padma Rao,54,7,,
1049,Santosh Pujari,50,1,,
1050,Rekha Mudaliar,51,10,,
1051,Tanveer Belagavi,45,9,,
1052,Santosh Rai,21,1,,
1053,Chaitra Jadhav,63,2,,
1054,Mahesh Reddy,51,7,,
1055,Nagaraj Kattimani,46,2,,
1056,Chandana Khan,43,8,,
1057,Sahana Rao,58,8,,
1058,Rachana Pawar,37,5,,
1059,Rachana Chavan,57,3,,
1060,Ruksana Madiwalar,29,5,,
1061,Kamala Shetty,52,6,,
1062,Sharath Madiwalar,37,4,,
1063,Karthik Belagavi,24,2,,
1064,Sabiha Suvarna,24,5,,
1065,Netravati Bhat,55,8,,
1066,Hanumantha Shetty,32,2,,
1067,Manjunath Patil,40,2,,
1068,Srinivas Chavan,57,2,,
1069,Kavya Naik,59,7,,
1070,Sahana Kulkarni,22,9,,
1071,Chaitra Lamani,43,9,,
1072,Noor Sharma,43,9,,
1073,Rizwan Devadiga,35,3,,
1074,Kiran Shanbhag,51,6,,
1075,Manjula Shanbhag,57,1,,
1076,Gopal Talawar,43,6,,
1077,Lakshmi Rai,51,8,,
1078,Rachana Bandi,62,1,,
1079,Mohammed Mallya,64,2,,
1080,Sharath Jadhav,34,7,,
1081,Usha Patil,50,7,,
1082,Roopa Hiremath,37,8,,
1083,Zeenath Gaonkar,52,2,,
1084,Basavaraj Devadiga,63,8,,
1085,Uday Uppar,65,4,,
1086,Hanumantha Angadi,50,10,,
1087,Tanveer Salian,65,1,,
1088,Vijay Mallya,43,10,,
1089,Manjula Kattimani,36,2,,
1090,Girish Naik,58,9,,
1091,Ruksana Madiwalar,59,6,,
1092,Chandana Sharma,51,10,,
1093,Manjula Patil,59,1,,
1094,Chandana Naik,30,7,,
1095,Chetan Reddy,28,4,,
1096,Rachana Suvarna,59,7,,
1097,Dhanya Shanbhag,55,8,,
1098,Nagaraj Uppar,58,8,,
1099,Usha Madiwalar,61,10,,
1100,Usha Rao,48,1,,
1101,Raghavendra Khan,21,1,,
1102,Karthik Shanbhag,37,3,,
1103,Venkatesh Angadi,34,5,,
1104,Mamatha Nayaka,57,3,,
1105,Arun Murthy,25,9,,
1106,Nithin Devadiga,40,6,,
1107,Rachana Gaonkar,29,5,,
1108,Farhan Shetty,64,7,,
1109,Waseem Mallya,33,3,,
1110,Omkar Jadhav,55,8,,
1111,Zameer Acharya,41,1,,
1112,Ananya Talawar,53,7,,
1113,Nagaraj Mallya,28,2,,
1114,Savitha Kulkarni,41,3,,
1115,Harini Pujari,57,5,,
1116,Hemalatha Madiwalar,37,6,,
1117,Rekha Bandi,39,2,,
1118,Tanveer Mudaliar,56,4,,
1119,Santosh Devadiga,41,9,,
1120,Girish Iyer,42,1,,
1121,Tanveer Rao,33,3,,
1122,Padma Salian,60,7,,
1123,Gayathri Kodagu,37,4,,
1124,Omkar Uppar,39,10,,
1125,Tejaswini Talawar,32,7,,
1126,Girish Bhat,62,8,,
1127,Kamala Bhat,39,9,,
1128,Harini Uppar,35,8,,
1129,Uday Iyer,27,10,,
1130,Vani Hiremath,62,10,,
1131,Harini Lamani,28,10,,
1132,Noor Belagavi,45,7,,
1133,Sahana Pujari,59,9,,
1134,Eshwar Shanbhag,55,5,,
1135,Yogesh Sharma,31,1,,
1136,Prakash Angadi,26,10,,
1137,Anil Hadimani,56,3,,
1138,Nandish Gaonkar,41,3,,
1139,Ramesh Chavan,38,6,,
1140,Bharathi Murthy,58,8,,
1141,Deepa Bandi,21,8,,
1142,Sahana Murthy,26,4,,
1143,Ganesh Bhat,63,3,,
1144,Anand Desai,39,7,,
1145,Bhavya Doddamani,40,1,,
1146,Yogesh Rao,40,9,,
1147,Zeenath Madiwalar,21,10,,
1148,Girish Hiremath,26,8,,
1149,Karthik Suvarna,53,6,,
1150,Savitha Pawar,56,1,,
1151,Eshwar Hegde,24,8,,
1152,Deepa Angadi,46,2,,
1153,Ramesh Rao,64,6,,
1154,Lakshmi Hiremath,30,5,,
1155,Divya Kulkarni,51,8,,
1156,Rizwan Belagavi,64,5,,
1157,Madhu Hiremath,28,2,,
1158,Akshata Desai,42,4,,
1159,Gowramma Sharma,29,5,,
1160,Savitha Naik,61,3,,
1161,Zeenath Uppar,53,8,,
1162,Sushma Gaonkar,34,6,,
1163,Kamala Rao,61,5,,
1164,Jyothi Hegde,22,2,,
1165,Prakash Salian,33,6,,
1166,Kavya Kumar,63,4,,
1167,Krishna Kattimani,24,8,,
1168,Harini Nayaka,43,2,,
1169,Tejaswini Kattimani,27,1,,
1170,Usha Hadimani,20,2,,
1171,Kamala Iyer,55,3,,
1172,Uma Talawar,56,6,,
1173,Pallavi Jadhav,54,6,,
1174,Yashwanth Talawar,28,9,,
1175,Mohammed Lamani,63,6,,
1176,Varun Belagavi,62,10,,
1177,Noor Bhat,31,9,,
1178,Krishna Uppar,59,8,,
1179,Ravi Uppar,29,10,,
1180,Kalpana Naik,39,8,,
1181,Bhavya Naik,41,9,,
1182,Deepika Angadi,30,8,,
1183,Harini Jadhav,44,8,,
1184,Gowramma Hadimani,50,1,,
1185,Shivakumar Chavan,29,7,,
1186,Prakash Sharma,47,10,,
1187,Harish Hiremath,30,9,,
1188,Anand Khan,65,4,,
1189,Thimmaiah Bandi,58,5,,
1190,Pooja Bandi,46,5,,
1191,Deepa Angadi,59,6,,
1192,Praveen Hadimani,51,1,,
1193,Dhanya Rai,23,1,,
1194,Chaitra Pawar,51,5,,
1195,Abdul Reddy,31,8,,
1196,Vani Suvarna,27,10,,
1197,Srinivas Kodagu,30,7,,
1198,Chetan Chavan,41,10,,
1199,Vinay Devadiga,31,8,,
1200,Suresh Wali,53,6,,
1201,Kavya Mallya,57,8,,
1202,Thimmaiah Gowda,49,8,,
1203,Harish Madiwalar,43,5,,
1204,Kiran Kamath,40,7,,
1205,Uday Pawar,26,8,,
1206,Hanumantha Kattimani,52,10,,
1207,Tanveer Wali,39,9,,
1208,Ananya Kamath,24,10,,
1209,Chetan Reddy,60,7,,
1210,Padma Angadi,46,7,,
1211,Devaraj Jadhav,62,6,,
1212,Salman Bandi,37,9,,
1213,Mamatha Gaonkar,39,2,,
1214,Akshata Belagavi,45,10,,
1215,Manjunath Chavan,57,1,,
1216,Nandini Bandi,47,6,,
1217,Anand Mudaliar,26,7,,
1218,Roopa Pujari,65,1,,
1219,Indira Hegde,47,3,,
1220,Manjula Mallya,25,2,,
1221,Indira Uppar,61,8,,
1222,Deepika Badiger,28,1,,
1223,Anil Talawar,56,2,,
1224,Shivakumar Acharya,48,7,,
1225,Sahana Belagavi,41,7,,
1226,Venkatesh Kumar,48,5,,
1227,Usha Iyer,62,2,,
1228,Sahana Bandi,55,10,,
1229,Imran Hiremath,31,2,,
1230,Chaitra Murthy,23,6,,
1231,Manjunath Kulkarni,22,7,,
1232,Roopa Rao,64,9,,
1233,Kavya Iyer,42,10,,
1234,Lalitha Desai,46,9,,
1235,Santosh Belagavi,63,5,,
1236,Rekha Kulkarni,41,4,,
1237,Hanumantha Jadhav,28,6,,
1238,Dhanya Uppar,62,1,,
1239,Harini Hegde,56,6,,
1240,Nandish Wali,28,4,,
1241,Vinay Mudaliar,39,5,,
1242,Mahesh Wali,63,7,,
1243,Netravati Shetty,53,6,,
1244,Dinesh Lamani,62,7,,
1245,Roopa Acharya,25,10,,
1246,Kamala Doddamani,52,9,,
1247,Rizwan Sharma,37,10,,
1248,Sushma Desai,48,3,,
1249,Umesh Chavan,53,10,,
1250,Divya Sharma,24,10,,
1251,Triveni Pawar,65,3,,
1252,Deepika Patil,45,2,,
1253,Umesh Doddamani,25,9,,
1254,Sunil Desai,49,6,,
1255,Naveen Mudaliar,46,1,,
1256,Reshma Reddy,31,8,,
1257,Harini Hadimani,49,2,,
1258,Chandana Badiger,56,4,,
1259,Prakash Pawar,65,2,,
1260,Nagaraj Hadimani,48,7,,
1261,Pallavi Salian,35,3,,
1262,Reshma Shetty,51,7,,
1263,Chandru Murthy,35,9,,
1264,Waseem Kumar,39,5,,
1265,Tanveer Pujari,24,3,,
1266,Lokesh Desai,55,8,,
1267,Shivakumar Angadi,25,3,,
1268,Ramesh Patil,31,10,,
1269,Netravati Uppar,56,2,,
1270,Imran Bandi,23,6,,
1271,Mamatha Kumar,55,5,,
1272,Usha Kattimani,41,8,,
1273,Mamatha Naik,39,3,,
1274,Ganesh Hadimani,52,8,,
1275,Jagadish Rai,41,3,,
1276,Sharath Gowda,39,8,,
1277,Gopal Patil,31,10,,
1278,Bhavya Acharya,34,2,,
1279,Hanumantha Angadi,55,6,,
1280,Yashoda Iyer,52,10,,
1281,Indira Shetty,59,6,,
1282,Roopa Shanbhag,21,10,,
1283,Zameer Shanbhag,45,7,,
1284,Rachana Kattimani,42,7,,
1285,Yashoda Rao,31,3,,
1286,Prakash Badiger,39,8,,
1287,Chetan Kamath,47,9,,
1288,Vinay Jadhav,51,3,,
1289,Nagaraj Mallya,45,6,,
1290,Sunitha Khan,37,9,,
1291,Manjunath Desai,33,6,,
1292,Meena Jadhav,40,3,,
1293,Shwetha Iyer,55,1,,
1294,Ayesha Shetty,50,2,,
1295,Noor Angadi,32,5,,
1296,Chaitra Kulkarni,51,9,,
1297,Netravati Hadimani,26,4,,
1298,Salman Devadiga,53,1,,
1299,Fatima Acharya,28,7,,
1300,Karthik Kulkarni,45,10,,
1301,Suresh Shetty,30,5,,
1302,Triveni Rai,27,4,,
1303,Latha Mallya,64,1,,
1304,Ravi Murthy,60,1,,
1305,Vani Pujari,26,8,,
1306,Sharath Jadhav,46,7,,
1307,Ramesh Rao,61,3,,
1308,Chetan Reddy,56,3,,
1309,Savitha Desai,58,7,,
1310,Sabiha Shanbhag,39,6,,
1311,Praveen Murthy,63,9,,
1312,Lakshmi Murthy,43,4,,
1313,Pavan Salian,22,7,,
1314,Padma Hegde,65,1,,
1315,Krishna Patil,37,10,,
1316,Dinesh Bhat,51,9,,
1317,Netravati Nayaka,42,7,,
1318,Kalpana Mallya,59,7,,
1319,Rachana Talawar,30,8,,
1320,Yogesh Kumar,36,8,,
1321,Rekha Devadiga,34,8,,
1322,Kavya Kumar,56,7,,
1323,Dhanya Jadhav,65,6,,
1324,Ganesh Reddy,40,9,,
1325,Ayesha Reddy,49,5,,
1326,Vani Hiremath,26,9,,
1327,Rajesh Doddamani,39,1,,
1328,Anil Talawar,21,3,,
1329,Gowramma Salian,65,9,,
1330,Usha Pujari,47,3,,
1331,Lokesh Chavan,31,7,,
1332,Salman Hiremath,57,3,,
1333,Puneeth Hiremath,27,4,,
1334,Bharathi Khan,27,5,,
1335,Suresh Hadimani,60,4,,
1336,Divya Shetty,25,5,,
1337,Jagadish Khan,27,7,,
1338,Vijay Murthy,56,9,,
1339,Sandeep Kulkarni,33,9,,
1340,Roopa Murthy,30,9,,
1341,Jagadish Suvarna,52,3,,
1342,Anil Kulkarni,51,2,,
1343,Nagaraj Patil,48,9,,
1344,Venkatesh Patil,64,4,,
1345,Dinesh Belagavi,38,4,,
1346,Vidya Doddamani,32,6,,
1347,Rajesh Gowda,34,4,,
1348,Savitha Kamath,30,8,,
1349,Gopal Chavan,59,9,,
1350,Farhan Devadiga,40,10,,
1351,Triveni Desai,25,6,,
1352,Basavaraj Wali,44,3,,
1353,Akshata Sharma,31,3,,
1354,Gowramma Doddamani,26,6,,
1355,Ishwarya Kamath,34,3,,
1356,Nithin Chavan,55,4,,
1357,Usha Kamath,48,10,,
1358,Gayathri Kodagu,38,7,,
1359,Uday Pujari,56,2,,
1360,Sushma Mallya,28,3,,
1361,Sushma Gowda,21,4,,
1362,Sushma Belagavi,37,9,,
1363,Tanveer Jadhav,57,4,,
1364,Zeenath Shanbhag,49,8,,
1365,Shivakumar Acharya,23,6,,
1366,Bhavya Rai,26,2,,
1367,Meena Rao,49,10,,
1368,Pavan Shanbhag,31,1,,
1369,Eshwar Mallya,62,5,,
1370,Rizwan Reddy,64,7,,
1371,Sabiha Naik,33,10,,
1372,Yogesh Reddy,61,1,,
1373,Hanumantha Shanbhag,35,7,,
1374,Hanumantha Talawar,34,2,,
1375,Abdul Gaonkar,45,2,,
1376,Vani Murthy,24,1,,
1377,Dhanya Rai,41,1,,
1378,Uma Patil,44,7,,
1379,Tejaswini Chavan,22,6,,
1380,Vijay Gowda,45,7,,
1381,Omkar Reddy,22,2,,
1382,Kiran Naik,37,9,,
1383,Akshata Patil,41,8,,
1384,Dinesh Jadhav,50,6,,
1385,Harini Iyer,34,5,,
1386,Manjunath Suvarna,30,3,,
1387,Pavan Reddy,46,3,,
1388,Rizwan Badiger,64,9,,
1389,Ruksana Shanbhag,64,10,,
1390,Chetan Mudaliar,63,7,,
1391,Manjunath Belagavi,52,9,,
1392,Pallavi Hadimani,22,7,,
1393,Roopa Hadimani,37,1,,
1394,Ayesha Talawar,60,4,,
1395,Omkar Doddamani,45,9,,
1396,Akshata Iyer,23,10,,
1397,Uma Patil,46,9,,
1398,Ishwarya Reddy,21,3,,
1399,Lalitha Kodagu,32,6,,
1400,Ranganath Gaonkar,53,2,,
1401,Usha Sharma,38,6,,
1402,Hanumantha Gowda,55,10,,
1403,Yashwanth Belagavi,54,10,,
1404,Ayesha Lamani,59,7,,
1405,Reshma Mudaliar,38,9,,
1406,Tanveer Jadhav,27,5,,
1407,Chetan Kumar,55,2,,
1408,Sharath Rao,30,7,,
1409,Sahana Bhat,32,5,,
1410,Ravi Lamani,52,2,,
1411,Basavaraj Suvarna,59,1,,
1412,Lakshmi Bandi,40,3,,
1413,Vani Reddy,51,1,,
1414,Nagaraj Naik,29,10,,
1415,Lalitha Reddy,51,9,,
1416,Lohith Kumar,59,9,,
1417,Meena Devadiga,34,1,,
1418,Padma Sharma,49,5,,
1419,Geetha Rai,26,3,,
1420,Rekha Hiremath,42,1,,
1421,Sushma Talawar,46,1,,
1422,Prakash Gowda,48,3,,
1423,Jagadish Bhat,65,9,,
1424,Lohith Kamath,24,6,,
1425,Roopa Hiremath,46,7,,
1426,Farhan Kumar,41,7,,
1427,Shivakumar Sharma,34,5,,
1428,Nagaraj Iyer,47,4,,
1429,Balaji Rao,30,6,,
1430,Naveen Salian,40,2,,
1431,Basavaraj Khan,24,2,,
1432,Girish Nayaka,24,7,,
1433,Hemalatha Salian,43,7,,
1434,Reshma Talawar,33,1,,
1435,Bindu Sharma,59,10,,
1436,Balaji Suvarna,48,8,,
1437,Jagadish Murthy,59,5,,
1438,Sunil Lamani,41,2,,
1439,Mohammed Lamani,45,7,,
1440,Waseem Kumar,41,6,,
1441,Yashoda Hegde,34,10,,
1442,Noor Pawar,22,7,,
1443,Basavaraj Kumar,50,6,,
1444,Akshata Angadi,49,2,,
1445,Rekha Nayaka,55,2,,
1446,Gowramma Hadimani,47,6,,
1447,Latha Pawar,20,5,,
1448,Praveen Bandi,31,9,,
1449,Sandeep Wali,65,8,,
1450,Nagaraj Devadiga,61,10,,
1451,Rajesh Patil,58,9,,
1452,Dinesh Jadhav,54,7,,
1453,Zameer Kodagu,29,10,,
1454,Deepa Murthy,20,5,,
1455,Nithin Madiwalar,44,2,,
1456,Indira Mallya,58,6,,
1457,Vinay Kattimani,51,7,,
1458,Bindu Murthy,26,8,,
1459,Nandish Gowda,64,10,,
1460,Ganesh Patil,34,6,,
1461,Devaraj Uppar,41,3,,
1462,Hemalatha Talawar,22,9,,
1463,Yashoda Rao,48,2,,
1464,Chaitra Mudaliar,35,3,,
1465,Umesh Reddy,60,4,,
1466,Kavya Jadhav,62,1,,
1467,Chandru Nayaka,22,8,,
1468,Ananya Nayaka,33,1,,
1469,Balaji Pujari,53,7,,
1470,Gayathri Murthy,62,3,,
1471,Eshwar Rao,26,9,,
1472,Uday Gowda,31,10,,
1473,Anitha Sharma,47,2,,
1474,Imran Lamani,34,3,,
1475,Prakash Hadimani,27,8,,
1476,Nithin Kumar,41,5,,
1477,Omkar Gaonkar,50,5,,
1478,Puneeth Hadimani,33,6,,
1479,Sahana Mallya,33,9,,
1480,Dinesh Salian,42,8,,
1481,Nagaraj Uppar,55,2,,
1482,Pooja Angadi,20,2,,
1483,Pavan Acharya,55,3,,
1484,Savitha Salian,46,3,,
1485,Akshata Reddy,54,4,,
1486,Ayesha Acharya,29,3,,
1487,Mahesh Patil,46,1,,
1488,Rajesh Badiger,60,2,,
1489,Anitha Bhat,51,8,,
1490,Ravi Bhat,27,10,,
1491,Varun Kamath,41,9,,
1492,Sunil Desai,62,1,,
1493,Chetan Kulkarni,29,4,,
1494,Madhu Kulkarni,20,4,,
1495,Hemalatha Talawar,65,5,,
1496,Bindu Iyer,42,9,,
1497,Hemalatha Iyer,55,2,,
1498,Vidya Salian,58,8,,
1499,Uday Rao,39,9,,
1500,Kalpana Angadi,27,7,,
1501,Tanveer Nayaka,54,3,,
1502,Naveen Patil,45,4,,
1503,Imran Chavan,33,1,,
1504,Lalitha Iyer,29,6,,
1505,Chandru Lamani,62,7,,
1506,Kiran Gaonkar,22,2,,
1507,Bindu Suvarna,44,1,,
1508,Meena Bhat,64,6,,
1509,Abdul Gowda,55,6,,
1510,Karthik Mudaliar,33,2,,
1511,Puneeth Reddy,34,5,,
1512,Chandru Kodagu,60,3,,
1513,Rachana Pujari,40,3,,
1514,Imran Salian,22,2,,
1515,Raghavendra Mudaliar,63,1,,
1516,Shwetha Lamani,45,9,,
1517,Praveen Kulkarni,47,6,,
1518,Suresh Uppar,34,8,,
1519,Noor Hadimani,47,3,,
1520,Jagadish Talawar,41,7,,
1521,Vani Pujari,54,9,,
1522,Ayesha Doddamani,53,8,,
1523,Lalitha Kamath,58,2,,
1524,Dhanya Gowda,22,3,,
1525,Naveen Chavan,30,9,,
1526,Savitha Jadhav,32,1,,
1527,Jyothi Iyer,39,5,,
1528,Chaitra Mallya,22,8,,
1529,Vijay Mudaliar,24,8,,
1530,Suresh Doddamani,55,6,,
1531,Mahesh Iyer,62,7,,
1532,Akshata Belagavi,39,10,,
1533,Ganesh Shetty,32,8,,
1534,Jyothi Rao,21,10,,
1535,Devaraj Murthy,53,1,,
1536,Praveen Madiwalar,57,5,,
1537,Deepa Wali,23,6,,
1538,Rekha Kodagu,49,7,,
1539,Akshata Angadi,65,5,,
1540,Roopa Kumar,42,10,,
1541,Kavya Kamath,30,5,,
1542,Hanumantha Pujari,28,2,,
1543,Pavan Mallya,41,8,,
1544,Yashwanth Bandi,28,9,,
1545,Netravati Wali,62,1,,
1546,Hemalatha Kumar,27,9,,
1547,Dhanya Kumar,49,9,,
1548,Nandish Angadi,27,9,,
1549,Gayathri Reddy,65,9,,
1550,Harish Naik,32,1,,
1551,Geetha Talawar,46,2,,
1552,Zeenath Mallya,20,2,,
1553,Kavya Devadiga,46,4,,
1554,Divya Kattimani,39,8,,
1555,Sushma Murthy,49,8,,
